S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
553,Renault Captur RXE,Delhi,2018,16469,Petrol,Manual,Second,25.29 kmpl,1251 CC,90.91 bhp,4.0,,20.72
554,Mahindra Thar CRDe,Pune,2003,175568,Petrol,Manual,Fourth & Above,24.15 kmpl,1186 CC,80.5 bhp,7.0,,4.64
555,Maruti Alto 800 LXI,Kolkata,2010,146851,CNG,Manual,First,21.23 km/kg,837 CC,63.04 bhp,5.0,,9.6
556,Maruti Ciaz ZXI,Jaipur,2005,158884,Petrol,Manual,Second,25.12 kmpl,955 CC,61.12 bhp,5.0,23.2 Lakh,4.55
557,Honda BR-V VX i-DTEC,Bangalore,2018,27058,Diesel,Automatic,First,22.62 kmpl,1457 CC,139.94 bhp,5.0,,39.23
558,Toyota Corolla Altis VL,Hyderabad,2015,73789,Diesel,Automatic,Second,23.13 kmpl,1689 CC,137.94 bhp,7.0,49.58 Lakh,26.39
559,Honda BR-V VX i-DTEC,Coimbatore,2003,146835,Diesel,Automatic,First,24.91 kmpl,1285 CC,125.0 bhp,7.0,37.46 Lakh,8.55
560,Volkswagen Vento Highline,Ahmedabad,2003,99677,Diesel,Automatic,First,22.65 kmpl,1696 CC,134.81 bhp,7.0,53.11 Lakh,10.82
561,Mahindra Scorpio S10,Bangalore,2019,10038,Diesel,Manual,Second,22.43 kmpl,1662 CC,150.2 bhp,7.0,42.15 Lakh,33.73
562,Maruti Ertiga VDI,Hyderabad,2000,471568,Diesel,Manual,Second,29.13 kmpl,828 CC,90.2 bhp,7.0,,2.82
563,Hyundai i20 Sportz,Coimbatore,1998,82043,Diesel,Manual,First,21.95 kmpl,1457 CC,122.41 bhp,7.0,38.01 Lakh,5.61
564,Ford Figo Titanium,Chennai,1999,380949,Petrol,Automatic,First,20.3 kmpl,1953 CC,161.45 bhp,5.0,45.28 Lakh,4.9
565,Jeep Compass Limited,Hyderabad,2012,87932,Diesel,Automatic,Second,23.75 kmpl,1610 CC,178.75 bhp,5.0,,26.7
566,Force One EX,Hyderabad,1998,235980,Petrol,Manual,First,24.85 kmpl,1566 CC,119.41 bhp,7.0,,4.92
567,Honda Jazz VX,Kolkata,2014,42754,Petrol,Automatic,Third,24.0 kmpl,1699 CC,187.68 bhp,7.0,,23.58
568,Hyundai i10 Magna,Ahmedabad,2013,70588,Petrol,Automatic,Third,20.77 kmpl,1811 CC,155.7 bhp,7.0,,17.56
569,Mahindra Scorpio S10,Hyderabad,2018,25160,Diesel,Automatic,First,26.16 kmpl,1107 CC,109.66 bhp,7.0,,26.36
570,Renault Duster RXZ,Hyderabad,2018,40052,Petrol,Manual,First,26.54 kmpl,1243 CC,130.56 bhp,5.0,,22.49
571,Tata Tigor XZ,Coimbatore,2018,12445,Petrol,Manual,First,26.25 kmpl,840 CC,91.41 bhp,7.0,26.62 Lakh,23.34
572,Tata Tiago XZ,Chennai,1999,152944,Petrol,Manual,Second,27.73 kmpl,1056 CC,87.32 bhp,5.0,27.11 Lakh,3.3
573,Audi A4 2.0 TDI,Chennai,2009,86850,Petrol,Manual,Second,10.14 kmpl,3300 CC,316.09 bhp,5.0,124.79 Lakh,35.64
574,Land Rover Range Rover Evoque,Pune,2015,46571,Diesel,Automatic,Fourth & Above,8 kmpl,3271 CC,312.32 bhp,4.0,121.83 Lakh,50.45
575,Mahindra XUV500 W8,Chennai,2011,142951,Diesel,Manual,First,23.73 kmpl,1547 CC,132.3 bhp,7.0,38.46 Lakh,16.7
576,Ford Endeavour Titanium,Hyderabad,2010,116002,Petrol,Automatic,First,24.58 kmpl,1103 CC,109.95 bhp,5.0,35.71 Lakh,12.66
577,Ford Endeavour Titanium,Jaipur,2016,43677,Petrol,Automatic,Second,21.6 kmpl,1712 CC,161.12 bhp,7.0,,30.07
578,Jeep Compass Limited,Bangalore,2001,225509,Diesel,Automatic,Third,23.2 kmpl,1647 CC,165.62 bhp,5.0,58.21 Lakh,6.4
579,Maruti Baleno Delta,Hyderabad,2017,45814,Diesel,Manual,Second,22.03 kmpl,1456 CC,102.75 bhp,5.0,30.91 Lakh,21.92
580,Maruti Swift VDI,Hyderabad,2011,43085,Petrol,Automatic,First,26.39 kmpl,1149 CC,120.88 bhp,5.0,31.99 Lakh,15.31
581,Skoda Rapid Ambition,Coimbatore,2016,50071,Diesel,Automatic,First,21.69 kmpl,1860 CC,174.7 bhp,7.0,,35.79
582,Chevrolet Cruze LTZ,Hyderabad,1999,97545,Petrol,Automatic,First,27.93 kmpl,1061 CC,108.35 bhp,5.0,31.18 Lakh,4.57
583,Volvo XC60 D4,Bangalore,2006,165502,Diesel,Automatic,Second,13.11 kmpl,2746 CC,172.43 bhp,4.0,98.41 Lakh,24.1
584,Honda Amaze S i-Dtec,Kochi,2011,158513,Petrol,Manual,First,23.29 kmpl,1365 CC,117.83 bhp,5.0,35.08 Lakh,11.96
585,Volkswagen Tiguan Highline,Chennai,2006,175198,Petrol,Automatic,Second,17.79 kmpl,2194 CC,209.33 bhp,5.0,,16.08
586,Renault Captur RXE,Chennai,2015,58581,Petrol,Manual,First,27.28 kmpl,998 CC,102.2 bhp,4.0,29.57 Lakh,18.87
587,Skoda Octavia Ambition,Coimbatore,2011,142525,Diesel,Automatic,First,14.67 kmpl,2177 CC,207.91 bhp,5.0,63.59 Lakh,24.19
588,Mahindra Bolero SLE,Hyderabad,2012,137749,Diesel,Automatic,Third,20.65 kmpl,1953 CC,167.7 bhp,7.0,,16.66
589,Hyundai Santro Sportz,Jaipur,2010,51105,Petrol,Automatic,First,25.25 kmpl,1226 CC,108.63 bhp,5.0,,16.05
590,Mahindra Scorpio S10,Mumbai,2005,149391,Petrol,Manual,First,22.42 kmpl,1785 CC,149.28 bhp,7.0,,10.9
591,Honda City i-VTEC VX,Bangalore,2001,277576,Diesel,Manual,First,20.99 kmpl,1670 CC,153.72 bhp,7.0,45.49 Lakh,6.45
592,Hyundai Elantra SX,Kolkata,2013,76196,Diesel,Manual,Second,25.1 kmpl,1311 CC,109.32 bhp,5.0,33.24 Lakh,13.98
593,Mahindra TUV300 T8,Mumbai,2009,97889,CNG,Manual,First,20.96 km/kg,925 CC,88.61 bhp,5.0,29.55 Lakh,9.79
594,Jeep Compass Limited,Ahmedabad,2007,65012,Petrol,Automatic,First,18.1 kmpl,2342 CC,177.7 bhp,5.0,,21.81
595,Mahindra Bolero SLE,Jaipur,2013,61738,Petrol,Manual,Fourth & Above,25.88 kmpl,1264 CC,100.54 bhp,5.0,35.13 Lakh,13.08
596,Hyundai Verna SX,Kochi,2011,134238,Petrol,Automatic,First,27.31 kmpl,1249 CC,130.04 bhp,7.0,,15.36
597,Tata Nexon XZ,Chennai,2001,258769,Petrol,Manual,First,28.95 kmpl,943 CC,74.61 bhp,5.0,,2.76
598,Toyota Fortuner 4x2 AT,Kolkata,2008,148964,Petrol,Manual,First,20.37 kmpl,2083 CC,175.03 bhp,5.0,60.19 Lakh,19.16
599,Tata Nexon XZ,Hyderabad,2018,16829,Petrol,Manual,First,25.72 kmpl,1169 CC,91.79 bhp,4.0,26.86 Lakh,20.83
600,Chevrolet Spark LT,Kolkata,2006,94727,Diesel,Manual,First,26.53 kmpl,1286 CC,127.58 bhp,4.0,35.0 Lakh,10.21
601,Audi A6 2.0 TDI,Coimbatore,2001,278400,Petrol,Automatic,First,14.74 kmpl,2812 CC,196.89 bhp,7.0,103.44 Lakh,16.15
602,Isuzu D-Max V-Cross,Kochi,2011,89672,Diesel,Automatic,First,20.0 kmpl,1566 CC,153.16 bhp,5.0,51.62 Lakh,20.49
603,Mitsubishi Pajero Sport 4x2,Pune,2003,229918,Diesel,Automatic,First,18.07 kmpl,2318 CC,250.23 bhp,7.0,73.06 Lakh,13.81
604,Tata Hexa XT,Kochi,2005,117292,Petrol,Manual,First,27.99 kmpl,1073 CC,87.85 bhp,4.0,29.38 Lakh,7.72
605,Force Trax Cruiser,Coimbatore,2010,91787,Petrol,Automatic,Second,20.68 kmpl,1798 CC,181.03 bhp,5.0,49.45 Lakh,19.5
606,Mercedes-Benz C-Class C 220 CDI,Kolkata,2009,165574,Petrol,Automatic,First,13.95 kmpl,2772 CC,218.98 bhp,7.0,,37.81
607,Hyundai Elantra SX,Hyderabad,2001,254501,Diesel,Automatic,Second,23.2 kmpl,1632 CC,171.34 bhp,5.0,,6.1
608,Tata Hexa XT,Chennai,2004,213850,Petrol,Manual,First,24.67 kmpl,1477 CC,122.12 bhp,7.0,32.12 Lakh,6.13
609,Volkswagen Tiguan Highline,Delhi,2010,25931,Petrol,Manual,Second,20.42 kmpl,2190 CC,165.24 bhp,5.0,62.53 Lakh,20.33
610,Tata Safari Storme VX,Pune,2013,56964,Petrol,Manual,Second,23.1 kmpl,1291 CC,92.58 bhp,4.0,,12.14
611,Hyundai Venue SX,Mumbai,2002,245244,Petrol,Automatic,First,21.64 kmpl,1466 CC,147.19 bhp,7.0,40.83 Lakh,6.99
612,Mahindra KUV100 K8,Hyderabad,2019,10371,Diesel,Automatic,First,23.78 kmpl,1699 CC,110.81 bhp,5.0,38.83 Lakh,40.44
613,Toyota Yaris VX,Kolkata,2005,243311,Petrol,Automatic,Second,14.31 kmpl,2458 CC,172.14 bhp,5.0,,11.39
614,Maruti Swift Dzire VDI,Delhi,2017,15475,Diesel,Manual,First,25.68 kmpl,958 CC,80.19 bhp,5.0,24.86 Lakh,19.37
615,Volkswagen Vento Highline,Kochi,1998,60103,Diesel,Automatic,First,22.45 kmpl,1868 CC,145.41 bhp,7.0,57.22 Lakh,9.55
616,Mahindra Thar CRDe,Bangalore,2016,42697,Petrol,Automatic,Second,24.21 kmpl,1363 CC,125.39 bhp,5.0,39.99 Lakh,26.75
617,Honda WR-V VX,Bangalore,2019,11422,Diesel,Manual,First,26.48 kmpl,1428 CC,131.67 bhp,7.0,39.14 Lakh,35.93
618,Mercedes-Benz C-Class C 220 CDI,Chennai,1998,163547,Diesel,Automatic,First,11.09 kmpl,3267 CC,221.85 bhp,5.0,,17.0
619,Audi A6 2.0 TDI,Chennai,2012,99975,Diesel,Automatic,Fourth & Above,8.6 kmpl,3344 CC,297.77 bhp,5.0,122.65 Lakh,35.2
620,Maruti Baleno Delta,Coimbatore,2009,154329,Petrol,Manual,Second,24.59 kmpl,1027 CC,76.74 bhp,7.0,22.99 Lakh,6.86
621,Honda WR-V VX,Mumbai,1999,233050,CNG,Manual,First,30.38 km/kg,1030 CC,120.27 bhp,5.0,37.19 Lakh,5.26
622,Maruti Alto 800 LXI,Bangalore,2018,26006,Diesel,Manual,First,25.64 kmpl,986 CC,89.5 bhp,7.0,,20.63
623,Skoda Octavia Ambition,Chennai,2014,87533,Diesel,Manual,First,20.7 kmpl,1966 CC,155.01 bhp,7.0,,27.05
624,Datsun GO T,Jaipur,2014,60353,Petrol,Manual,First,23.6 kmpl,1375 CC,109.89 bhp,5.0,,19.42
625,Tata Hexa XT,Chennai,2013,118615,Petrol,Manual,Second,24.53 kmpl,1064 CC,109.06 bhp,7.0,29.35 Lakh,13.58
626,Hyundai i20 Sportz,Kochi,2019,10623,Diesel,Automatic,First,26.4 kmpl,1229 CC,129.86 bhp,7.0,36.16 Lakh,30.15
627,Renault Triber RXZ,Mumbai,2007,114482,Diesel,Manual,First,28.5 kmpl,1018 CC,71.28 bhp,5.0,22.76 Lakh,5.8
628,Renault Kwid RXT,Chennai,2003,187599,Petrol,Manual,First,30.47 kmpl,931 CC,82.85 bhp,5.0,,4.16
629,Toyota Glanza G,Bangalore,2017,48202,Diesel,Automatic,First,22.24 kmpl,1624 CC,123.97 bhp,5.0,,35.19
630,Land Rover Discovery Sport HSE,Ahmedabad,2000,376239,Petrol,Automatic,First,11.39 kmpl,2842 CC,318.3 bhp,5.0,120.95 Lakh,16.59
631,Skoda Octavia Ambition,Kochi,2008,114214,Petrol,Automatic,First,15.75 kmpl,2065 CC,157.64 bhp,5.0,55.89 Lakh,18.12
632,Toyota Innova Crysta 2.4 VX,Mumbai,2015,53735,Petrol,Automatic,Third,17.66 kmpl,2274 CC,155.61 bhp,7.0,60.86 Lakh,34.79
633,Chevrolet Cruze LTZ,Kolkata,2001,36259,Petrol,Manual,First,23.8 kmpl,1377 CC,143.42 bhp,7.0,,7.37
634,Ford Aspire Titanium,Ahmedabad,2014,69543,Diesel,Automatic,Third,26.55 kmpl,1105 CC,93.17 bhp,5.0,31.1 Lakh,14.14
635,Toyota Etios VX,Hyderabad,2011,43929,Diesel,Automatic,Second,17.26 kmpl,2325 CC,178.52 bhp,5.0,62.04 Lakh,28.86
636,Maruti Celerio VXI,Kolkata,2002,220645,Petrol,Automatic,Second,28.2 kmpl,1009 CC,70.66 bhp,7.0,24.97 Lakh,3.42
637,BMW X5 xDrive30d,Pune,1999,427803,Diesel,Automatic,First,20.43 kmpl,2101 CC,180.65 bhp,4.0,96.45 Lakh,10.2
638,Mahindra XUV500 W8,Bangalore,2015,31311,Petrol,Manual,Third,23.08 kmpl,1217 CC,97.31 bhp,7.0,31.77 Lakh,13.8
639,Mahindra TUV300 T8,Jaipur,2016,32983,Diesel,Manual,First,23.64 kmpl,1328 CC,116.82 bhp,5.0,,28.1
640,Maruti Swift VDI,Delhi,2001,243504,Petrol,Manual,First,18.9 kmpl,1470 CC,94.88 bhp,5.0,30.38 Lakh,4.61
641,Audi A4 2.0 TDI,Hyderabad,2007,184240,Petrol,Manual,First,9.0 kmpl,3221 CC,248.16 bhp,5.0,113.26 Lakh,31.22
642,Maruti Wagon R LXI CNG,Delhi,2007,121754,Diesel,Manual,Fourth & Above,27.91 kmpl,841 CC,72.33 bhp,5.0,22.73 Lakh,4.55
643,Nissan Terrano XV,Mumbai,2003,163639,Diesel,Automatic,Second,24.86 kmpl,1175 CC,126.77 bhp,7.0,34.94 Lakh,5.85
644,Toyota Innova Crysta 2.4 VX,Pune,2016,40394,Diesel,Automatic,First,17.14 kmpl,2368 CC,229.89 bhp,5.0,70.25 Lakh,49.88
645,Hyundai Santro Sportz,Pune,2014,62602,Diesel,Automatic,First,23.25 kmpl,1698 CC,158.87 bhp,5.0,46.27 Lakh,26.66
646,Maruti Baleno Delta,Kolkata,2017,16925,Petrol,Automatic,Second,24.21 kmpl,1343 CC,107.81 bhp,5.0,,21.4
647,Ford Endeavour Titanium,Hyderabad,2002,46918,Petrol,Manual,Second,18.63 kmpl,1850 CC,152.6 bhp,5.0,45.22 Lakh,8.5
648,Honda WR-V VX,Delhi,2004,137760,Diesel,Automatic,First,23.36 kmpl,1537 CC,122.76 bhp,5.0,,9.57
649,Honda BR-V VX i-DTEC,Kochi,2015,72898,Petrol,Manual,First,21.75 kmpl,1628 CC,180.47 bhp,7.0,,30.33
650,Hyundai Xcent SX,Chennai,2016,42426,Diesel,Manual,First,21.93 kmpl,1811 CC,155.54 bhp,7.0,,33.08
651,Mitsubishi Pajero Sport 4x2,Kochi,2005,68675,Diesel,Manual,First,19.05 kmpl,2011 CC,229.68 bhp,5.0,69.15 Lakh,18.24
652,Maruti Swift VDI,Pune,2015,46412,Petrol,Manual,First,25.73 kmpl,1205 CC,87.03 bhp,4.0,,18.26
653,Maruti Vitara Brezza VDI,Pune,2011,90786,Diesel,Manual,Third,23.99 kmpl,1418 CC,106.49 bhp,7.0,34.63 Lakh,10.09
654,Tata Zest XM,Mumbai,2018,15193,Diesel,Manual,First,29.83 kmpl,796 CC,84.36 bhp,5.0,23.31 Lakh,17.63
655,Renault Captur RXE,Chennai,1999,569566,Petrol,Manual,First,27.62 kmpl,989 CC,93.06 bhp,4.0,24.76 Lakh,2.52
656,Volkswagen Polo Highline,Pune,2012,89485,Diesel,Automatic,First,18.68 kmpl,2123 CC,145.39 bhp,5.0,57.78 Lakh,25.56
657,Datsun GO Plus T,Coimbatore,1999,171227,Diesel,Manual,Second,27.75 kmpl,832 CC,70.68 bhp,5.0,,2.67
658,Maruti Ignis Delta,Chennai,2009,129686,Petrol,Manual,Second,22.46 kmpl,1498 CC,131.77 bhp,7.0,36.78 Lakh,11.0
659,Hyundai i20 Sportz,Delhi,2005,210135,Diesel,Manual,Second,23.73 kmpl,1452 CC,119.35 bhp,7.0,38.19 Lakh,7.1
660,Jeep Compass Longitude,Kolkata,2017,38775,Diesel,Manual,First,23.36 kmpl,1641 CC,157.85 bhp,7.0,57.1 Lakh,44.51
661,Renault Captur RXE,Ahmedabad,2002,147793,Diesel,Manual,Third,27.32 kmpl,958 CC,76.47 bhp,5.0,24.97 Lakh,3.73
662,Honda BR-V VX i-DTEC,Kolkata,2002,126906,Diesel,Manual,First,25.03 kmpl,1126 CC,90.1 bhp,5.0,,6.52
663,BMW X1 sDrive20d,Hyderabad,2016,34568,Diesel,Automatic,First,9.51 kmpl,3091 CC,256.03 bhp,5.0,115.21 Lakh,91.58
664,Mini Countryman Cooper D,Bangalore,2010,116408,Diesel,Automatic,First,18.4 kmpl,2075 CC,208.43 bhp,5.0,,43.17
665,Honda WR-V VX,Kochi,2001,298168,Diesel,Manual,First,24.42 kmpl,1503 CC,118.55 bhp,5.0,38.64 Lakh,5.12
666,Mahindra XUV500 W8,Pune,2004,108555,Diesel,Manual,First,25.12 kmpl,1388 CC,146.75 bhp,5.0,41.59 Lakh,9.16
667,BMW 3 Series 320d,Hyderabad,2015,56886,Petrol,Manual,Second,19.46 kmpl,1813 CC,212.19 bhp,4.0,96.86 Lakh,56.58
668,Hyundai i10 Magna,Chennai,2005,130320,Petrol,Automatic,First,25.82 kmpl,1104 CC,97.25 bhp,7.0,33.09 Lakh,8.32
669,Toyota Innova Crysta 2.4 VX,Pune,2010,118906,Diesel,Automatic,Second,17.31 kmpl,2338 CC,184.75 bhp,5.0,,22.29
670,Mahindra Thar CRDe,Delhi,1999,178913,Diesel,Manual,Second,20.1 kmpl,1937 CC,162.23 bhp,5.0,48.33 Lakh,5.27
671,Toyota Etios VX,Kochi,2014,53219,Diesel,Manual,First,17.38 kmpl,2157 CC,217.89 bhp,5.0,66.31 Lakh,34.27
672,Tata Nexon XZ,Kolkata,2007,113841,CNG,Manual,First,26.73 km/kg,913 CC,58.77 bhp,5.0,,4.87
673,Mahindra XUV500 W8,Coimbatore,1999,419894,Diesel,Manual,Second,21.91 kmpl,1721 CC,117.37 bhp,5.0,38.88 Lakh,4.08
674,Maruti Baleno Delta,Ahmedabad,2005,114854,Petrol,Automatic,Second,23.74 kmpl,1455 CC,120.58 bhp,4.0,31.48 Lakh,7.24
675,Mahindra Thar CRDe,Kolkata,2009,126559,Diesel,Automatic,Second,27.66 kmpl,1107 CC,87.85 bhp,5.0,34.0 Lakh,9.96
676,Hyundai Xcent SX,Kolkata,2009,179540,Petrol,Manual,First,21.62 kmpl,1776 CC,164.49 bhp,5.0,,14.28
677,Ford Figo Titanium,Coimbatore,2009,89357,Diesel,Manual,Third,25.6 kmpl,1152 CC,92.89 bhp,7.0,30.21 Lakh,7.49
678,Datsun RediGO T,Kolkata,2003,89953,Diesel,Automatic,First,27.74 kmpl,992 CC,70.21 bhp,5.0,,5.65
679,Nissan Terrano XV,Kochi,2015,99437,Diesel,Manual,First,20.74 kmpl,1907 CC,172.88 bhp,7.0,50.28 Lakh,31.84
680,Hyundai Verna SX,Chennai,2011,112635,Diesel,Manual,Second,22.79 kmpl,1555 CC,151.11 bhp,7.0,,15.65
681,Honda Amaze S i-Dtec,Hyderabad,2010,84568,Diesel,Manual,First,21.54 kmpl,1635 CC,104.5 bhp,5.0,,15.96
682,Tata Safari Storme VX,Mumbai,2015,62459,CNG,Manual,First,31.45 km/kg,800 CC,80.62 bhp,5.0,22.12 Lakh,13.48
683,Honda Amaze S i-Dtec,Chennai,1998,250508,Diesel,Manual,First,20.88 kmpl,1994 CC,194.35 bhp,5.0,51.77 Lakh,5.27
684,Mahindra XUV500 W8,Coimbatore,2003,99949,Diesel,Manual,First,25.27 kmpl,1169 CC,106.9 bhp,5.0,,8.37
685,Toyota Corolla Altis VL,Kolkata,2012,43747,Diesel,Manual,First,22.38 kmpl,1781 CC,143.39 bhp,5.0,54.41 Lakh,28.11
686,Datsun RediGO T,Coimbatore,2010,116687,Petrol,Manual,First,19.87 kmpl,1472 CC,105.83 bhp,5.0,32.38 Lakh,12.58
687,Hyundai Grand i10 Sportz,Jaipur,1998,209183,Petrol,Automatic,First,24.02 kmpl,1386 CC,136.61 bhp,5.0,37.6 Lakh,4.24
688,Volkswagen Ameo Highline,Delhi,2008,131097,Petrol,Manual,Fourth & Above,19.81 kmpl,2088 CC,168.4 bhp,5.0,61.73 Lakh,13.49
689,Nissan Micra XV,Bangalore,2013,129675,Diesel,Automatic,First,20.45 kmpl,1570 CC,130.33 bhp,7.0,,20.05
690,Volkswagen Vento Highline,Hyderabad,2019,7880,Petrol,Automatic,First,17.07 kmpl,2308 CC,158.33 bhp,7.0,61.44 Lakh,63.0
691,Tata Zest XM,Ahmedabad,2015,54554,CNG,Manual,Third,31.52 km/kg,885 CC,62.66 bhp,4.0,21.08 Lakh,9.32
692,Nissan Micra XV,Kochi,2010,169149,Diesel,Manual,First,26.93 kmpl,1159 CC,120.33 bhp,5.0,,12.95
693,Skoda Yeti Ambition,Delhi,2000,275091,Diesel,Automatic,First,17.92 kmpl,2470 CC,171.61 bhp,7.0,64.66 Lakh,9.35
694,Volkswagen Polo Highline,Coimbatore,2014,114550,Diesel,Automatic,First,16.24 kmpl,2314 CC,222.25 bhp,5.0,70.72 Lakh,37.83
695,Honda Amaze S i-Dtec,Mumbai,1999,105033,Petrol,Manual,First,26.28 kmpl,1109 CC,115.62 bhp,5.0,,5.5
696,Audi Q3 2.0 TDI,Kochi,2003,252932,Diesel,Manual,First,15.58 kmpl,2449 CC,191.71 bhp,4.0,,15.49
697,Mahindra KUV100 K8,Kolkata,2012,59004,Petrol,Manual,First,25.49 kmpl,1406 CC,130.57 bhp,5.0,,19.23
698,Toyota Fortuner 4x2 AT,Jaipur,1998,412853,Diesel,Automatic,First,18.19 kmpl,1902 CC,170.42 bhp,5.0,56.47 Lakh,5.51
699,Renault Captur RXE,Jaipur,2003,251174,Diesel,Manual,First,30.17 kmpl,827 CC,59.22 bhp,5.0,,3.75
700,Maruti Vitara Brezza VDI,Coimbatore,2001,299317,Petrol,Manual,First,28.1 kmpl,831 CC,80.05 bhp,5.0,23.86 Lakh,3.24
701,Tata Safari Storme VX,Hyderabad,2002,174069,Petrol,Manual,First,24.37 kmpl,1193 CC,109.83 bhp,4.0,,5.1
702,Chevrolet Beat LT,Kolkata,2011,180038,Diesel,Manual,First,26.64 kmpl,1103 CC,86.87 bhp,5.0,,10.29
703,Honda City i-VTEC VX,Kochi,2016,52260,Petrol,Manual,First,26.07 kmpl,1311 CC,106.08 bhp,5.0,32.47 Lakh,18.83
704,Volvo S60 D3,Delhi,2000,206274,Diesel,Automatic,Second,19.79 kmpl,2221 CC,212.11 bhp,7.0,,13.0
705,Honda Jazz VX,Delhi,2007,135891,Diesel,Manual,Second,19.18 kmpl,1866 CC,164.77 bhp,5.0,44.95 Lakh,11.24
706,Maruti Ciaz ZXI,Ahmedabad,2012,42051,CNG,Manual,First,19.01 km/kg,929 CC,94.22 bhp,5.0,25.35 Lakh,13.16
707,Toyota Glanza G,Delhi,1999,328835,Diesel,Automatic,Fourth & Above,22.62 kmpl,1744 CC,169.22 bhp,7.0,58.9 Lakh,4.89
708,Maruti Swift Dzire VDI,Kolkata,2001,242103,Diesel,Automatic,Second,26.12 kmpl,852 CC,68.75 bhp,4.0,22.2 Lakh,3.09
709,Hyundai Santro Sportz,Delhi,2010,95417,Petrol,Manual,First,21.56 kmpl,1899 CC,160.81 bhp,5.0,,18.49
710,Ford Aspire Titanium,Ahmedabad,1998,211023,Diesel,Manual,Third,27.15 kmpl,1139 CC,121.72 bhp,5.0,34.86 Lakh,3.12
711,Tata Tigor XZ,Chennai,2010,87055,Diesel,Manual,First,24.68 kmpl,1270 CC,119.12 bhp,4.0,30.63 Lakh,10.45
712,Hyundai Xcent SX,Delhi,2005,341997,Petrol,Manual,First,24.65 kmpl,1149 CC,122.07 bhp,5.0,34.36 Lakh,5.6
713,Skoda Rapid Ambition,Jaipur,2011,140397,Diesel,Manual,First,17.78 kmpl,2101 CC,148.39 bhp,7.0,59.66 Lakh,23.58
714,Volkswagen Ameo Highline,Hyderabad,2002,304376,Diesel,Automatic,First,17.1 kmpl,2139 CC,188.97 bhp,5.0,,9.65
715,Maruti Ertiga VDI,Pune,2000,189647,CNG,Manual,First,20.0 km/kg,803 CC,74.18 bhp,7.0,,3.37
716,Tata Tigor XZ,Pune,2011,145915,Petrol,Manual,First,24.85 kmpl,927 CC,76.99 bhp,5.0,26.83 Lakh,10.14
717,Honda Jazz VX,Jaipur,2006,127412,Diesel,Manual,Second,28.42 kmpl,1175 CC,82.33 bhp,7.0,33.45 Lakh,7.23
718,Toyota Fortuner 4x2 AT,Delhi,2016,46174,Diesel,Automatic,First,20.99 kmpl,1637 CC,158.72 bhp,7.0,,37.12
719,Honda City i-VTEC VX,Delhi,2003,115733,Diesel,Manual,First,23.49 kmpl,1535 CC,125.0 bhp,5.0,,9.36
720,Volkswagen Tiguan Highline,Chennai,2017,21504,Diesel,Automatic,First,17.57 kmpl,2196 CC,232.4 bhp,7.0,,57.66
721,Skoda Octavia Ambition,Kochi,2014,69868,Petrol,Automatic,Second,17.24 kmpl,2256 CC,194.29 bhp,7.0,65.78 Lakh,36.35
722,Hyundai Creta 1.6 CRDi SX Option,Hyderabad,2008,71858,Diesel,Automatic,Third,26.12 kmpl,1358 CC,125.78 bhp,7.0,40.42 Lakh,12.53
723,Volkswagen Tiguan Highline,Pune,2000,283456,Petrol,Manual,Second,21.86 kmpl,1657 CC,149.92 bhp,5.0,53.66 Lakh,6.75
724,Tata Safari Storme VX,Pune,2018,36185,Diesel,Manual,First,23.79 kmpl,1182 CC,115.87 bhp,5.0,28.52 Lakh,25.02
725,Mahindra TUV300 T8,Kochi,1999,213488,Petrol,Manual,Second,26.46 kmpl,1272 CC,120.57 bhp,7.0,,4.99
726,Ford Endeavour Titanium,Jaipur,2011,125153,Diesel,Automatic,First,26.78 kmpl,1149 CC,92.72 bhp,5.0,32.22 Lakh,13.17
727,Skoda Octavia Ambition,Pune,2011,39734,Diesel,Manual,Second,15.98 kmpl,2116 CC,191.71 bhp,5.0,60.96 Lakh,21.49
728,Land Rover Range Rover Evoque,Delhi,2007,134118,Diesel,Automatic,Third,8.46 kmpl,3459 CC,246.31 bhp,7.0,113.47 Lakh,25.92
729,Honda BR-V VX i-DTEC,Pune,2012,64507,Diesel,Manual,Second,20.19 kmpl,1620 CC,144.94 bhp,5.0,40.0 Lakh,17.18
730,Hyundai Xcent SX,Coimbatore,2015,66088,Petrol,Automatic,Second,19.94 kmpl,1859 CC,149.21 bhp,7.0,46.86 Lakh,27.29
731,Honda WR-V VX,Bangalore,2008,73205,Petrol,Automatic,First,21.34 kmpl,1834 CC,128.12 bhp,5.0,43.49 Lakh,14.87
732,Tata Hexa XT,Pune,2005,97269,Petrol,Manual,First,22.44 kmpl,1416 CC,94.09 bhp,5.0,,8.58
733,Jeep Compass Longitude,Chennai,2010,186898,Petrol,Automatic,First,15.63 kmpl,2331 CC,244.57 bhp,5.0,71.18 Lakh,27.48
734,Tata Tiago XZ,Ahmedabad,2014,46524,Petrol,Manual,First,24.95 kmpl,1147 CC,104.62 bhp,7.0,31.22 Lakh,15.9
735,Skoda Octavia Ambition,Kolkata,2001,334502,Diesel,Automatic,First,17.54 kmpl,2330 CC,198.62 bhp,5.0,,9.25
736,Nissan Micra XV,Mumbai,2006,179284,Petrol,Manual,Fourth & Above,22.37 kmpl,1696 CC,164.35 bhp,5.0,48.06 Lakh,7.2
